alabojiao 阿拉伯胶
qiaokelixiguashuangsebinggan 巧克力西瓜双色饼干
qiaokelixiaodangao 巧克力小蛋糕
qiaokelizhishidangao 巧克力芝士蛋糕
qiaokou 巧口
qiaomaihongdoubao 荞麦红豆包
qiaomaimianpagao 荞麦面扒糕
qiaomianbao 荞面包
qiaomianbaozi 荞面包子
qiaomianhele 荞面饸饹
qiaosu 巧酥
qiebaijuandangao 切白卷蛋糕
qiebianganglu 切边缸炉
qiegao 切糕
qiepiantusi 茄片吐司
qietangjuxiangji 茄汤焗香鸡
qiezhicaibao 茄汁菜包
qiezhidongguapai 茄汁冬瓜排
qiezhijirou 茄汁鸡肉
qiezhiluobopai 茄汁萝卜排
qiezhimingxia 茄汁明虾
qiezhiniubangjikuai 茄汁牛蒡鸡块
qiezhiniuroubing 茄汁牛肉饼
qiezhiniuroutang 茄汁牛肉汤
qiezhishuzao 茄汁薯枣
qiezhixueyu 茄汁鳕鱼
qiezhiyuguantou 茄汁鱼罐头
qiezhiyujuan 茄汁鱼卷
qiezhizhupai 茄汁猪排
qiezizhou 茄子粥
qiezizhuhuajia 茄子煮花甲
qincaibanfuzhu 芹菜拌腐竹
qincaihunhezhi 芹菜混合汁
qincainiurousi 芹菜牛肉丝
qincaiqingreliniaotang 芹菜清热利尿汤
qinhuangshaoyutiao 芹黄烧鱼条
qinhuangyusi 芹黄鱼丝
qinhuokafei 琴火咖啡
qinma 秦妈
qinzhenliangpi 秦镇凉皮
qinzhenmipi 秦镇米皮
qingbomian 青菠面
qingbuliangbaolianziyuweitang 清补凉煲莲子鱼尾汤
qingbuliangrugetang 清补凉乳鸽汤
qingbuyangroutang 清补羊肉汤
qingcairouwantang 青菜肉丸汤
qingcha 青茶
qingchangweiretang 清肠胃热汤
qingchaocandou 清炒蚕豆
qingchaohaibang 清炒海蚌
qingchaolusun 清炒芦笋
qingchaosanding 清炒三丁
qingchaoshansi 清炒鳝丝
qingchaoxiaren 清炒虾仁
qingchaoyazhang 清炒鸭掌
qingdangao 青蛋糕
qingdouniuroumo 青豆牛肉末
qingdunbangrou 清炖蚌肉
qingdunjiayu 清炖甲鱼
qingdunlangshanji 清炖狼山鸡
qingdunluoboniurou 清炖萝卜牛肉
qingdunquanji 清炖全鸡
qingduntuzi 清炖兔子
qingdunwushanji 清炖武山鸡
qingdunxiefenshizitou 清炖蟹粉狮子头
qingdunyangrou 清炖羊肉
qingfengsongshuang 清风送爽
qinggongxidian 清宫细点
qingguansu 氰钴胺素
qingguo 青果
qinghuasongxiangganyouzhi 氢化松香甘油酯
qinghuazhaigaodian 清华斋糕点
qingjiangyuqiezibao 清江鱼茄子煲
qingjiaochaoziji 青椒炒子鸡
qingjiaojiangdou 青椒豇豆
qingjiaomuerdan 青椒木耳蛋
qingjiaonangua 青椒南瓜
qingjiaoniurousi 青椒牛肉丝
qingjiaoqieni 青椒茄泥
qingjiaosairou 青椒塞肉
qingjiemo 青芥末
qingjingyuanwucanrou 清净园午餐肉
qingjiu 清酒
qingjiuyouyusi 青韭鱿鱼丝
qinglanxianbing 庆兰馅饼
qingliangdebozaigao 清凉的钵仔糕
qingliangguoqian 清凉果签
qingluobochenpibaoyatang 青萝卜陈皮煲鸭汤
qingmei 青梅
qingmugua 青木瓜
qingrulaodangao 轻乳酪蛋糕
qingrunyangfeitang 清润养肺汤
qingshenjianfeicha 轻身减肥茶
qingshuangmeiyancha 清爽美颜茶
qingshuibaicai 清水白菜
qingshuihuazimoguantou 清水滑子蘑罐头
qingshuixianrenshenguantou 清水鲜人参罐头
qingsuanchaolarou 青蒜炒腊肉
qingsuanliyutang 青蒜鲤鱼汤
qingtangbaoyu 清汤鲍鱼
qingtangchaibaya 清汤柴把鸭
qingtangdonggua 清汤冬瓜
qingtangersi 清汤饵丝
qingtangjuhuayu 清汤菊花鱼
qingtangliuyeyancai 清汤柳叶燕菜
qingtangmixian 清汤米线
qingtangniunan 清汤牛腩
qingtangyancai 清汤燕菜
qingtangyiner 清汤银耳
qingtangyu 清汤鱼
qingtangyuchi 清汤鱼翅
qingtangyuyuan 清汤鱼圆
qingtangyuanzi 清汤圆子
qingtangzhadu 清汤炸肚
qingxiangshawuji 清香砂焐鸡
qingxiefensibao 青蟹粉丝煲
qingxinyinchencha 清新茵陈茶
qingyancha 清咽茶
qingyanmingcui 青岩茗翠
qingyanghuagai 氢氧化钙
qingyanghuajia 氢氧化钾
qingyanghuana 氢氧化钠
qingyincha 清音茶
qingzhaanchun 清炸鹌鹑
qingzhahuanghedaoyu 清炸黄河刀鱼
qingzhamaque 清炸麻雀
qingzhenguihuachabing 清真桂花茶饼
qingzhenjiangniurou 清真酱牛肉
qingzhenshijinxidian 清真什锦细点
qingzhenganchun 清蒸鹌鹑
qingzhengbabaozhu 清蒸八宝猪
qingzhengbaishan 清蒸白鳝
qingzhengchizi 清蒸翅子
qingzhengdaoyu 清蒸刀鱼
qingzhengdongguajikuai 清蒸冬瓜鸡块
qingzhengguiyu 清蒸桂鱼
qingzhenghashima 清蒸哈什蚂
qingzhenghebaohongliyu 清蒸荷包红鲤鱼
qingzhenghuanyu 清蒸鲩鱼
qingzhenghuotui 清蒸火腿
qingzhengjiajiyu 清蒸加吉鱼
qingzhengjiayu 清蒸甲鱼
qingzhengjiangtuan 清蒸江团
qingzhengluyu 清蒸鲈鱼
qingzhengqijiayu 清蒸杞甲鱼
qingzhengqingshan 清蒸青鳝
qingzhengshibanyu 清蒸石斑鱼
qingzhengshiyu 清蒸鲥鱼
qingzhengwuchangyu 清蒸武昌鱼
qingzhengxiguaji 清蒸西瓜鸡
qingzhengyazi 清蒸鸭子
qingzhengyinggui 清蒸鹰龟
qingzhengziyu 清蒸鲻鱼
qingzhipijiu 青制啤酒
qingzhitansuangai 轻质碳酸钙
qingzhongqing 情中情
qiongzhi 琼脂
qiubeiheiyu 丘北黑鱼
qiubeiyinyu 丘北银鱼
qiuhe 秋禾
qiujuaoshuang 秋菊傲霜
qiuligaodezuofa 秋梨膏的做法
qujiang 渠江
qujingjiucaihua 曲靖韭菜花
qujiu 曲酒
qumaicaibaozi 苣荬菜包子
qupifanqieguantou 去皮番茄罐头
quqibinggan 曲奇饼干
qushitonglintangshui 祛湿通淋糖水
quanjiafu 全家富
quanjiafu 全家福
quanmaiyapijiu 全麦芽啤酒
quanshuiji 泉水鸡
quanshuimenhuanyu 泉水焖鲩鱼
quansihuiyuchi 全丝烩鱼翅
quantaoguantou 全桃罐头
quanxiasanzuo 全虾三做
quanyangtangguo 全羊汤锅
rangdoufu 瓤豆腐
rangtianjiao 瓤甜椒
redaibaofengyu 热带暴风雨
redaizaguoguantou 热带杂果罐头
rehelu 热河露
rejiu 热酒
remianpi 热面皮
renaicha 热奶茶
reshuiou 热水藕
renneizhi 壬内酯
renshendihuangdunmitang 人参地黄炖蜜糖
renshengouqijiu 人参枸杞酒
renshenhetaorenzhou 人参核桃仁粥
renshenji 人蔘鸡
renshenjiroutang 人参鸡肉汤
renshenjiyuzhou 人参鲫鱼粥
renshenlianzizhou 人参莲子粥
renshenruanyinliao 人参软饮料
renshenshanzhajing 人参山楂晶
renshenzaozhi 人参枣汁
renshouzhimagao 仁寿芝麻糕
rensuanyizhi 壬酸乙酯
renxinguo 人心果
renxingbinggan 韧性饼干
ribenjiangyou 日本酱油
riluohuang 日落黄
riluohuanglvsedian 日落黄铝色淀
rishiqifeng 日式戚风
riyueshenghui 日月生辉
rongchengyuanyangjuan 蓉城鸳鸯卷
rongshi 荣氏
rongyaoquheheiganlan 荣耀去核黑橄榄
roucongrongdunyangrou 肉苁蓉炖羊肉
roucongrongdunyangshen 肉苁蓉炖羊肾
roucongronghaishendunshourou 肉苁蓉海参炖瘦肉
roudinglajiang 肉丁辣酱
rouguantou 肉罐头
rouguiquan 肉桂醛
rouguiyou 肉桂油
roujiamo 肉夹馍
roujiangqiezi 肉酱茄子
rouleiguantou 肉类罐头
roumiyuchun 肉米鱼唇
roumolaobing 肉末烙饼
roumoshaobing 肉末烧饼
roumoshaoqie 肉末烧茄
roumoshaoqiezi 肉末烧茄子
rouniangshengfuyuan 肉酿生麸圆
roupianchaowosun 肉片炒莴笋
roupianmenbiandou 肉片焖扁豆
roupianshaoqiezi 肉片烧茄子
roupiantang 肉片汤
roupudanjuan 肉脯蛋卷
rourongbocai 肉茸菠菜
rousibanqincai 肉丝拌芹菜
rousifenpi 肉丝粉皮
rousongguguhuofumianbao 肉松咕咕霍夫面包
rousongjuan 肉松卷
rousongmianbao 肉松面包
rousongyuanbaodangao 肉松元宝蛋糕
routangyuan 肉汤圆
rouwanhulatang 肉丸胡辣汤
rouyan 肉眼
rouzhiguo 肉质果
rubing 乳饼
rucha 乳茶
rugerangzhudu 乳鸽瓤猪肚
ruhuaguiyou 乳化硅油
ruhuaji 乳化剂
rujiaokongxincai 乳椒空心菜
rujiu 乳酒
rulaodangao 乳酪蛋糕
rulaozhengxiaren 乳酪蒸虾仁
rushan 乳扇
rusuan 乳酸
rusuangai 乳酸钙
rusuanjunyinliao 乳酸菌饮料
rusuanlianqiujunsu 乳酸链球菌素
rusuanna 乳酸钠
rusuanpijiu 乳酸啤酒
rusuanyatie 乳酸亚铁
rusuanyizhi 乳酸乙酯
rutangchun 乳糖醇
rutiedanbai 乳铁蛋白
ruyijuan 如意卷
ruyisu 如意酥
ruyiwulong 如意乌龙
ruyizhusun 如意竹荪
ruzhu 乳猪
ruanbinggan 软饼干
ruandangao 软蛋糕
ruanshaodoufu 软烧豆腐
ruanshaozainian 软烧仔鲇
ruanzhacaihua 软炸菜花
ruanzhaji 软炸鸡
ruanzhajigan 软炸鸡肝
ruanzhaliji 软炸里脊
ruanzhaxiagao 软炸虾糕
ruanzhaxianbei 软炸鲜贝
ruanzhigao 软脂糕
ruichengmapian 芮城麻片
ruishibingkafei 瑞士冰咖啡
ruishiguorenbing 瑞士果仁饼
ruishiheisenlindangao 瑞士黑森林蛋糕
ruishijuan 瑞士卷
ruishikafeiren 瑞士咖啡人
ruishipaigu 瑞士排骨
runchangbaojiancha 润肠保健茶
runfeicaigantang 润肺菜干汤
runming 润明
runzaohuangdouroupaitang 润燥黄豆肉排汤
salami 萨拉米
saqima 萨琪玛
saqimatao 萨琪玛桃
sazimahua 撒子麻花
saibaoyu 赛鲍鱼
saibenmizuo 噻苯咪唑
saipangxie 赛螃蟹
saishangxiangna 塞上香哪
saiwaijiubao 塞外酒堡
sanbaojiangxia 三宝酱虾
sanbeiji 三杯鸡
sanbeimianlun 三杯面轮
sanbeiousitang 三北藕丝糖
sanbuzhan 三不粘
sancaibocai 三彩菠菜
sancaidaxia 三彩大虾
sanchuang 三创
sanding 三鼎
sandingdabao 三丁大包
sandinghuixiaren 三丁烩虾仁
sandongroupian 三冬肉片
sangujinyuyun 三菇浸鱼云
sanguosu 三果酥
sanhuajianfeicha 三花减肥茶
sanjiaohuoshao 三角火烧
sanjiaosu 三角酥
sanjuganyoudanyingzhisuanzhi 三聚甘油单硬脂酸酯
sanjulinsuanna 三聚磷酸钠
sanjundunji 三菌炖鸡
sanlvzhetang 三氯蔗糖
sanmeidoufu 三美豆腐
sanmingzhi 三明治
sanpisi 三皮丝
sanqiqiguoji 三七汽锅鸡
sanqiwuguji 三七乌骨鸡
sanqizhengji 三七蒸鸡
sanqingbilan 三清碧兰
sansedan 三色蛋
sansedangao 三色蛋糕
sansegao 三色糕
sansejiding 三色鸡丁
sansejiyuwan 三色鸡鱼丸
sanselongxia 三色龙虾
sansenuomifan 三色糯米饭
sanseyuwantang 三色鱼丸汤
sansezahuizhou 三色杂烩粥
sansezhangao 三色粘糕
sanshedanyinliao 三蛇胆饮料
sansimiangeda 三丝面疙瘩
sansiniuroujuan 三丝牛肉卷
sansiqiaoyu 三丝敲鱼
sansiqingchaoxie 三丝清炒蟹
sansitang 三丝汤
sansituofeng 三丝驼峰
sansiyouyu 三丝鱿鱼
sansiyuchi 三丝鱼翅
sanwachuanchuanxianghuoguo 三娃串串香火锅
sanweidoufu 三味豆腐
sanwenyipintangbao 三文一品汤包
sanwenyu 三文鱼
sanwenyushousijuan 三文鱼寿司卷
sanwenyuxianjiaozi 三文鱼馅饺子
sanxiadoufu 三虾豆腐
sanxianguoba 三鲜锅巴
sanxianguoba 三鲜锅粑
sanxiankuguatang 三鲜苦瓜汤
sanxianlianhuasu 三鲜莲花酥
sanxianmixian 三鲜米线
sanxianmogu 三鲜蘑菇
sanxianmuxitang 三鲜木樨汤
sanxianniangmianjin 三鲜酿面筋
sanxianqiezi 三鲜茄子
sanxianshaguo 三鲜砂锅
sanxianshuijiao 三鲜水饺
sanxianwanzi 三鲜丸子
sanxianyashe 三鲜鸭舌
sanxianyuchi 三鲜鱼翅
sanyiyonggaodian 三益永糕点
sanyuanliaohua 三原蓼花
sanyuanliaohuatang 三原蓼花糖
sanzimahua 馓子麻花
sangjishengcha 桑寄生茶
sangpuli 桑普莉
sangshenhong 桑椹红
sangshenhongzaotang 桑椹红枣汤
sangshenjuhuacha 桑椹菊花茶
sangshenzhimazhou 桑葚芝麻粥
sangshenzhou 桑葚粥
sangxingdunzhufei 桑杏炖猪肺
sangyacha 桑芽茶
sangyedonggao 桑叶冻糕
sangyemeidoujuan 桑叶眉豆卷
saozidouhua 臊子豆花
seguozi 色果子
sexiangweijuquan 色香味俱全
sencan 森参
senlinmuhe 森林木盒
shabaoyutou 砂煲鱼头
shachaniubang 沙茶牛蒡
shachaniurou 沙茶牛肉
shadingyulao 沙丁鱼烙
shaguodundiaozi 沙锅炖吊子
shaguoniuwei 沙锅牛尾
shaguopangxie 砂锅螃蟹
shaguosanwei 砂锅三味
shaguoshanhai 砂锅山海
shaguoyakuai 砂锅鸭块
shaguoyayu 砂锅雅鱼
shaguoyouyu 沙锅鱿鱼
shaguoyouyu 砂锅鱿鱼
shaguoyu 砂锅鱼
shahaojiao 沙蒿胶
shahedangao 沙河蛋糕
shajihuang 沙棘黄
shajizhi 沙棘汁
shalachuan 沙拉船
shaladan 沙拉蛋
shalajiang 沙拉酱
shalajiangchaoyouyujuan 沙拉酱炒鱿鱼卷
shalvhaixianjuan 沙律海鲜卷
sharengao 砂仁糕
sharenyangroutang 砂仁羊肉汤
shashenpaigu 沙参排骨
shashenxinfeitang 沙参心肺汤
shashenyuzhulaoyatang 沙参玉竹老鸭汤
shashenyuzhuzhupitang 沙参玉竹猪皮汤
shashi 沙士
shashibinggan 沙式饼干
shasiniuwei 沙司牛尾
shawandapanji 沙湾大盘鸡
shaweikang 沙维康
shawojiaozhidayutou 沙窝椒汁大鱼头
shawoyutoudoufu 砂窝鱼头豆腐
shazao 沙枣
shazhoutacui 沙舟踏翠
shazhufan 杀猪饭
shaiqingmaocha 晒青毛茶
shanchengbangbangji 山城棒棒鸡
shandahuang 山大皇
shandongcai 山东菜
shandongcairouwan 山东菜肉丸
shandongcaiwan 山东菜丸
shandongsheng 山东省
shanhetao 山核桃
shanhuguiyu 珊瑚桂鱼
shanhuhuazhipian 珊瑚花枝片
shanhujingou 珊瑚金钩
shanhuxuehuaji 珊瑚雪花鸡
shanhuyuding 珊瑚鱼丁
shanhuangpixilietangguo 山黄皮系列糖果
shanji 山鸡
shanlichungandanyingzhisuanzhi 山梨醇酐单硬脂酸酯
shanlichungandanyousuanzhi 山梨醇酐单油酸酯
shanlichungandanyueguisuanzhi 山梨醇酐单月桂酸酯
shanlichungandanzonglvsuanzhi 山梨醇酐单棕榈酸酯
shanlichungansanyingzhisuanzhi 山梨醇酐三硬脂酸酯
shanlisuan 山梨酸
shanlisuanjia 山梨酸钾
shanlitangchun 山梨糖醇
shanmaojujianguo 山毛榉坚果
shanmei 山霉
shannizi 山泥子
shanxisheng 山西省
shanxiansijunzijiu 单县四君子酒
shanxianyangroutang 单县羊肉汤
shanyaobaihedazaozhou 山药百合大枣粥
shanyaochaoxiaren 山药炒虾仁
shanyaodianxin 山药点心
shanyaoguiyuandunjiayu 山药桂圆炖甲鱼
shanyaoguozhiniunai 山药果汁牛奶
shanyaojiyudoufutang 山药鲫鱼豆腐汤
shanyaolvdouzhou 山药绿豆粥
shanyaotiantang 山药甜汤
shanyaoyirenfulingjingmizhou 山药薏仁茯苓粳米粥
shanyaozhayachi 山药炸鸭翅
shanyaozhengjiyu 山药蒸鲫鱼
shanyaozhudoufu 山药煮豆腐
shanyuchaoyulan 鳝鱼炒玉兰
shanyujidanjuan 鳝鱼鸡蛋卷
shanyusuanyingzhisuan 山嵛酸硬脂酸
shanzhaguo 山楂果
shanzhahehuanzhou 山楂合欢粥
shanzhahetaocha 山楂核桃茶
shanzhaheyecha 山楂荷叶茶
shanzhaliangcha 山楂凉茶
shanzhamatigao 山楂马蹄糕
shanzhamidiexiangcha 山楂迷迭香茶
shanzhaniurougan 山楂牛肉干
shanzharougan 山楂肉干
shanzhashui 山楂水
shanzhayitang 山楂饴糖
shanzhayunjuangao 山楂云卷糕
shanzhiyun 山之韵
shanzhu 山竹
shanghaibinggan 上海饼干
shanghailvdougao 上海绿豆糕
shanghaimijian 上海蜜饯
shanghaishi 上海市
shangsuxianhe 上素仙鹤
shangtangnaibaicai 上汤奶白菜
shangtangxiawan 上汤虾丸
shangzaban 上杂拌
shangzhirou 商芝肉
shaobai 烧白
shaobaihe 烧百合
shaochuji 烧雏鸡
shaodoufu 烧豆腐
shaoezai 烧鹅仔
shaoerkuai 烧饵块
shaofei 烧肺
shaogonghaoziyu 艄公号子鱼
shaoguihuachang 烧桂花肠
shaohuaya 烧花鸭
shaoluobo 烧萝卜
shaoluohanmianjin 烧罗汉面筋
shaomaisu 烧卖酥
shaoqiezi 烧茄子
shaorangcaihua 烧瓤菜花
shaorangxianshachong 烧瓤鲜沙虫
shaorou 烧肉
shaosutang 苕酥糖
shaotianya 烧填鸭
shaoxin 烧心
shaoyangguangtaosu 邵阳广桃酥
shaoyangrou 烧羊肉
shaoyutou 烧鱼头
shaozhi 烧汁
shaozhijianshenghao 烧汁煎生蚝
shaozie 烧子鹅
shaozihongdan 绍子烘蛋
shediaoyingxiong 射雕英雄
shegeng 蛇羹
shexiangcaofen 麝香草酚
shexiangmaokafei 麝香猫咖啡
shezhifulinggao 蛇汁茯苓糕
shenmiguo 神秘果
shenqihongzaorugetang 参芪红枣乳鸽汤
shenqizhengzhuxin 参芪蒸猪心
shenrongcha 参茸茶
shenrongjiroutang 参茸鸡肉汤
shenxianyazi 神仙鸭子
shenyangbaibingtang 沈阳白冰糖
shengaijinixilie 圣艾吉尼系列
shengaoqingzhenyuanzhiniuweiguantou 圣奥清真原汁牛尾罐头
shengbaoluo 圣堡罗
shengbaoyanjianrou 生爆盐煎肉
shengchaohaibang 生炒海蚌
shengchaosuantairou 生炒蒜苔肉
shengchuilongxia 生炊龙虾
shengchuiqilinyu 生炊麒麟鱼
shengcuanwanzi 生汆丸子
shengdanbuding 圣诞布丁
shengdanlaorendangao 圣诞老人蛋糕
shengdanmianbao 圣诞面包
shengdipaigutang 生地排骨汤
shengji 盛记
shengjia 圣嘉
shengjianbao 生煎包
shengjiangyangroutang 生姜羊肉汤
shengmingzhiyi 生命知已
shengniurouhefen 生牛肉和粉
shengniurouhefen 生牛肉河粉
shengnvguo 圣女果
shengqile 圣杞乐
shengqiaoshansi 生敲膳丝
shengshaojinweishe 生烧筋尾舌
shengtaikafeitiaotang 生态咖啡调糖
shengwutansuangai 生物碳酸钙
shengxiaodangao 生肖蛋糕
shengxundahuangyu 生熏大黄鱼
shengyugecaitang 生鱼葛菜汤
shengyusibaobing 生鱼丝薄饼
shibawansuan 十八烷酸
shibanyu 石斑鱼
shierdunji 石耳炖鸡
shiersuanyizhi 十二酸乙酯
shierwanjierjiajixiuhuaan 十二烷基二甲基溴化铵
shiganpi 士干皮
shigao 石膏
shihuhuashengmi 石斛花生米
shihuacaibaoyutang 石花菜鲍鱼汤
shihuangchun 视黄醇
shijia 释迦
shijiajiangfang 石家酱方
shijiayi 食嘉益
shijiaochaonenyumi 柿椒炒嫩玉米
shijindanjuan 什锦蛋卷
shijindianxin 什锦点心
shijindinger 什锦丁儿
shijindongguamao 什锦冬瓜帽
shijindongguo 什锦冬果
shijindoufu 什锦豆腐
shijindoufubao 什锦豆腐煲
shijindoufutang 什锦豆腐汤
shijinfengwodoufu 什锦蜂窝豆腐
shijingao 什锦糕
shijingexianmi 什锦葛仙米
shijinguoba 什锦锅巴
shijinguozi 什锦锅子
shijinhaishen 什锦海参
shijinhuifan 什锦烩饭
shijinmaipeibing 什锦麦胚饼
shijinmaipian 什锦麦片
shijinmifanguantou 什锦米饭罐头
shijinnantang 什锦南糖
shijinnuanguo 什锦暖锅
shijinrougao 什锦肉糕
shijintudounixianbingpiyuebing 什锦土豆泥馅冰皮月饼
shijinyipinguo 什锦一品锅
shila 石蜡
shiliyinxing 诗礼银杏
shilianggourou 试量狗肉
shiliubao 石榴包
shiliuji 石榴鸡
shimenkongxincha 石门空心茶
shimodouhua 石磨豆花
shipinxiangliao 食品香料
shipinglizhisu 石屏荔枝酥
shiqiruge 石岐乳鸽
shiquandabutang 十全大补汤
shireganyanmachixiantang 湿热肝炎马齿苋汤
shishipingan 事事平安
shishitianguo 石狮甜果
shiyecha 柿叶茶
shiyu 鲥鱼
shizhenjuhonggao 食珍桔红糕
shizibao 柿子包
shizigao 狮子糕
shizimo 石子馍
shizitou 狮子头
shizongniurougan 师宗牛肉干
shourouzhidunchongcao 瘦肉汁炖虫草
shousibing 手撕饼
shousiganyuzai 手撕干鱼仔
shousiji 手撕鸡
shousiniurou 手撕牛肉
shouwengsu 寿翁素
shouwuganpian 首乌肝片
shouxingjumijian 寿星桔蜜饯
shouzhuayangpai 手抓羊排
shouzhuayangrou 手抓羊肉
shucaihoudanshao 蔬菜厚蛋烧
shucaisishala 蔬菜丝沙拉
shucaitang 蔬菜汤
shucaiyou 熟菜油
shucaiyumimaipianzhou 蔬菜玉米麦片粥
shudishanyaozhou 熟地山药粥
shufengjiu 舒沨酒
shugendangao 树根蛋糕
shuhuli 梳乎厘
shuhuaduntuji 树花炖土鸡
shujidangao 书籍蛋糕
shutiaoshoujuan 薯条手卷
shuaibing 摔饼
shuaibing 甩饼
shuangbaomoguguantou 双孢蘑菇罐头
shuangfeng 双峰
shuanghe 双鹤
shuanghuayin 双花饮
shuanghuangyupian 双黄鱼片
shuangjiaohongdan 双椒烘蛋
shuangjiaoji 双椒鸡
shuangkaorou 双烤肉
shuangliren 双立人
shuanglingusaobing 双林姑嫂饼
shuangmasubing 双麻酥饼
shuangmeijucha 双玫菊茶
shuangpidaoyu 双皮刀鱼
shuangqiaomaojian 双桥毛尖
shuangrenfupi 双仁浮皮
shuangrenzhuzhantang 双仁猪展汤
shuangsedougao 双色豆糕
shuangsegao 双色糕
shuangsehetaobinggan 双色核桃饼干
shuangselvchabinggan 双色绿茶饼干
shuangselvchadangaojuan 双色绿茶蛋糕卷
shuangsematigao 双色马蹄糕
shuangsemeiguiyu 双色玫瑰鱼
shuangsubing 双酥饼
shuangwei 双威
shuangweinuomici 双味糯米糍
shuangweitijin 双味蹄筋
shuangxilinmen 双喜临门
shuangyisuanna 双乙酸钠
shuangyixianjiushisuandanganyouzhi 双乙酰酒石酸单甘油酯
shuangyixianjiushisuanshuangganyouzhi 双乙酰酒石酸双甘油酯
shuibakuai 水八块
shuichanguantou 水产罐头
shuifahaishen 水发海参
shuifenbaochiji 水分保持剂
shuigualiu 水瓜柳
shuiguanmian 水管面
shuiguobanliguantou 水果板栗罐头
shuiguodangao 水果蛋糕
shuiguohualanpaofu 水果花篮泡芙
shuiguoji 水果鸡
shuiguojiaxindangao 水果夹心蛋糕
shuiguojianbingjuan 水果煎饼卷
shuiguonaiyoudangao 水果奶油蛋糕
shuiguopai 水果派
shuiguota 水果塔
shuihurou 水浒肉
shuihuatanggao 水花糖糕
shuijianbao 水煎包
shuijiaodoushajianbing 水饺豆沙煎饼
shuijingbing 水晶饼
shuijingfeicuijiao 水晶翡翠饺
shuijingfen 水晶粉
shuijingjuzi 水晶橘子
shuijingkourou 水晶扣肉
shuijingmingxiaqiu 水晶明虾球
shuijingnangua 水晶南瓜
shuijingnanguabao 水晶南瓜包
shuijingruantang 水晶软糖
shuijingsu 水晶酥
shuijingtibangxiangyaorou 水晶蹄膀香肴肉
shuijingxiefenjuan 水晶蟹粉卷
shuijingyaorou 水晶肴肉
shuijingzhagao 水晶楂糕
shuijingzhouzi 水晶肘子
shuijingzhupidong 水晶猪皮冻
shuimitao 水蜜桃
shuipaobinggan 水泡饼干
shuipenyangrou 水盆羊肉
shuiyangsuanjiazhi 水杨酸甲酯
shuizhubaizharou 水煮白扎肉
shuizhuchunsunguantou 水煮春笋罐头
shuizhudongsunguantou 水煮冬笋罐头
shuizhufengpian 水煮凤片
shuizhuhuitouyu 水煮回头鱼
shuizhulianyu 水煮鲢鱼
shuizhuniurou 水煮牛肉
shuizhuroupian 水煮肉片
shuizhusunguantou 水煮笋罐头
shuizhutihua 水煮蹄花
shuizhuyangrou 水煮羊肉
shuizhuyu 水煮鱼
shuizhuzhuza 水煮猪杂
sibaogansungao 四宝甘笋糕
sibaoshangtang 四宝上汤
sichuandengcaogao 四川灯草糕
sichuanlaziji 四川辣子鸡
sichuanpaocai 四川泡菜
sichuanpaodasuan 四川泡大蒜
sichuansheng 四川省
sifanghuangyouquqibinggan 私房黄油曲奇饼干
siguabaihezhugantang 丝瓜百合猪肝汤
siguadundoufu 丝瓜炖豆腐
siguazhuganshouroutang 丝瓜猪肝瘦肉汤
sikangbing 司康饼
sipanshanlichungandanyingzhisuanzhi 司盘山梨醇酐单硬脂酸酯
sipanshanlichungandanzonglvsuanzhi 司盘山梨醇酐单棕榈酸酯
sisebingpiyuebing 四色冰皮月饼
sishenbaodoufu 四神煲豆腐
sisigao 丝丝糕
sitaotepijiu 司陶特啤酒
sixihuangdouli 四喜黄豆粒
sixijiao 四喜饺
sixiwanzi 四喜丸子
sixiyazi 四喜鸭子
sixiyujuan 四喜鱼卷
sixianbaicaidun 四鲜白菜墩
sixiankaofu 四鲜烤麸
sixiankaofuguantou 四鲜烤麸罐头
siyanghunsu 四样荤素
songcuihaizhepi 松脆海蜇皮
songfeng 松风
songgao 松糕
songheyannian 松鹤延年
songhua 松花
songhuabinggan 松花饼干
songhuadancaizhou 松花淡菜粥
songlujun 松露菌
songluqiaokeli 松露巧克力
songrenfensi 松仁粉丝
songrong 松茸
songrou 松肉
songsaoyugeng 宋嫂鱼羹
songshuguiyu 松鼠鳜鱼
songshuguiyu 松鼠桂鱼
songshuhoutou 松树猴头
songshusaiyu 松鼠鳃鱼
songxiangganyouzhi 松香甘油酯
songxiangjiwusichunzhi 松香季戊四醇酯
songyouchun 松油醇
songzimabing 松子麻饼
songzirenmizhou 松子仁米粥
songzisu 松子酥
